Cidade Considerada;Regiao Administrativa;Ano Obito;Mes Obito;Mes Descricao;Sexo;Turno;Tipo Acidente;Tipo Veiculo;Faixa Etaria;Idade;Hora Acidente;Tipo Vitima;Tipo Local do Acidente;Dia Semana;Tipo de Via;LAT_(geo);LONG_(geo);Rua / Rodovia
JUNDIAI;Campinas;2015;6;JUNHO;FEMININO;MANHA;CHOQUE;AUTOMOVEL;18-24;20;;PASSAGEIRO;PUBLICO;SEXTA;Rodovias;;;
JUNDIAI;Campinas;2015;6;JUNHO;FEMININO;MANHA;CHOQUE;AUTOMOVEL;18-24;22;;CONDUTOR;PUBLICO;SEXTA;Rodovias;;;
JUNDIAI;Campinas;2015;9;SETEMBRO;MASCULINO;NOITE;COLISAO;OUTROS;18-24;21;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
CABREUVA;Campinas;2015;4;ABRIL;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;35;;PEDESTRE;PUBLICO;SABADO;Rodovias;;;
CABREUVA;Campinas;2015;5;MAIO;MASCULINO;TARDE;NAO DISPONIVEL;MOTOCICLETA;18-24;24;;NAO DISPONIVEL;PUBLICO;SABADO;Vias Municipais;;;
AGUAS DE SAO PEDRO;Campinas;2015;5;MAIO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;42;;PEDESTRE;PUBLICO;QUINTA;Rodovias;;;
CAPIVARI;Campinas;2015;1;JANEIRO;MASCULINO;TARDE;NAO DISPONIVEL;NAO DISPONIVEL;70-74;71;;NAO DISPONIVEL;NAO DISPONIVEL;SEGUNDA;Vias Municipais;;;
CAPIVARI;Campinas;2015;1;JANEIRO;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;55-59;55;;PEDESTRE;PRIVADO;SEXTA;Vias Municipais;;;
CAPIVARI;Campinas;2015;1;JANEIRO;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;25-29;25;;CONDUTOR;PUBLICO;QUARTA;Rodovias;;;
CAPIVARI;Campinas;2015;9;SETEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;50;;PEDESTRE;PUBLICO;QUARTA;Rodovias;;;
CAPIVARI;Campinas;2015;10;OUTUBRO;MASCULINO;TARDE;NAO DISPONIVEL;AUTOMOVEL;60-64;61;;CONDUTOR;PUBLICO;SEXTA;Rodovias;;;
CHARQUEADA;Campinas;2015;3;MARCO;FEMININO;NOITE;COLISAO;AUTOMOVEL;65-69;68;;PASSAGEIRO;PUBLICO;DOMINGO;Rodovias;;;
ELIAS FAUSTO;Campinas;2015;4;ABRIL;MASCULINO;NOITE;COLISAO;OUTROS;30-34;31;;CONDUTOR;PUBLICO;QUINTA;Rodovias;;;
ELIAS FAUSTO;Campinas;2015;5;MAIO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;35-39;35;;CONDUTOR;PUBLICO;QUARTA;Rodovias;;;
ELIAS FAUSTO;Campinas;2015;5;MAIO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;55-59;58;;CONDUTOR;PUBLICO;SABADO;Rodovias;;;
ELIAS FAUSTO;Campinas;2015;9;SETEMBRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;18-24;22;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
SALTINHO;Campinas;2015;1;JANEIRO;FEMININO;MANHA;CHOQUE;AUTOMOVEL;18-24;22;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;;;
PIRACICABA;Campinas;2015;7;JULHO;MASCULINO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;45-49;47;;NAO DISPONIVEL;NAO DISPONIVEL;SEXTA;Vias Municipais;;;
PIRACICABA;Campinas;2015;6;JUNHO;NAO DISPONIVEL;TARDE;NAO DISPONIVEL;MOTOCICLETA;35-39;39;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
PIRACICABA;Campinas;2015;3;MARCO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;0-17;17;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
RAFARD;Campinas;2015;7;JULHO;FEMININO;TARDE;COLISAO;AUTOMOVEL;55-59;58;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;
RIO DAS PEDRAS;Campinas;2015;1;JANEIRO;MASCULINO;MADRUGADA;NAO DISPONIVEL;AUTOMOVEL;25-29;26;;PASSAGEIRO;PUBLICO;QUINTA;Rodovias;;;
RIO DAS PEDRAS;Campinas;2015;1;JANEIRO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;60-64;63;;CONDUTOR;PUBLICO;SABADO;Rodovias;;;
RIO DAS PEDRAS;Campinas;2015;3;MARCO;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;70-74;74;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;
RIO DAS PEDRAS;Campinas;2015;7;JULHO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;25-29;25;;CONDUTOR;PUBLICO;SABADO;Rodovias;;;
RIO DAS PEDRAS;Campinas;2015;9;SETEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;30-34;32;;PEDESTRE;PUBLICO;DOMINGO;Rodovias;;;
RIO DAS PEDRAS;Campinas;2015;9;SETEMBRO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;35-39;36;;PEDESTRE;PRIVADO;SEXTA;Vias Municipais;;;
SANTA MARIA DA SERRA;Campinas;2015;2;FEVEREIRO;MASCULINO;TARDE;OUTROS;CAMINHAO;40-44;40;;CONDUTOR;PUBLICO;QUARTA;Rodovias;;;
SANTA MARIA DA SERRA;Campinas;2015;5;MAIO;MASCULINO;NAO DISPONIVEL;CHOQUE;AUTOMOVEL;30-34;33;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;
SAO PEDRO;Campinas;2015;1;JANEIRO;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;35-39;36;;PASSAGEIRO;PUBLICO;DOMINGO;Rodovias;;;
SAO PEDRO;Campinas;2015;2;FEVEREIRO;FEMININO;TARDE;NAO DISPONIVEL;NAO DISPONIVEL;18-24;19;;NAO DISPONIVEL;PUBLICO;DOMINGO;Vias Municipais;;;
SAO PEDRO;Campinas;2015;2;FEVEREIRO;FEMININO;TARDE;NAO DISPONIVEL;NAO DISPONIVEL;18-24;21;;NAO DISPONIVEL;PUBLICO;DOMINGO;Vias Municipais;;;
PIRACICABA;Campinas;2015;1;JANEIRO;FEMININO;TARDE;NAO DISPONIVEL;AUTOMOVEL;0-17;15;;PASSAGEIRO;PUBLICO;SEGUNDA;Rodovias;;;
PIRACICABA;Campinas;2015;2;FEVEREIRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;40-44;41;;CONDUTOR;PUBLICO;TERCA;Vias Municipais;;;
PIRACICABA;Campinas;2015;4;ABRIL;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;80 ou mais;83;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;
PIRACICABA;Campinas;2015;7;JULHO;MASCULINO;TARDE;OUTROS;AUTOMOVEL;60-64;61;;PASSAGEIRO;PUBLICO;QUARTA;Vias Municipais;;;
PIRACICABA;Campinas;2015;9;SETEMBRO;NAO DISPONIVEL;TARDE;NAO DISPONIVEL;NAO DISPONIVEL;0-17;15;;NAO DISPONIVEL;PUBLICO;SEGUNDA;Vias Municipais;;;
PIRACICABA;Campinas;2015;10;OUTUBRO;MASCULINO;TARDE;NAO DISPONIVEL;NAO DISPONIVEL;0-17;14;;NAO DISPONIVEL;PUBLICO;QUINTA;Vias Municipais;;;
PIRACICABA;Campinas;2015;2;FEVEREIRO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;SEGUNDA;Rodovias;;;
PIRACICABA;Campinas;2015;9;SETEMBRO;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;55-59;55;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;
PIRACICABA;Campinas;2015;10;OUTUBRO;MASCULINO;MANHA;COLISAO;OUTROS;50-54;52;;CONDUTOR;PUBLICO;SEXTA;Rodovias;;;
PIRACICABA;Campinas;2015;10;OUTUBRO;MASCULINO;MANHA;COLISAO;AUTOMOVEL;50-54;50;;CONDUTOR;PUBLICO;SEXTA;Rodovias;;;
PIRACICABA;Campinas;2015;4;ABRIL;FEMININO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;50-54;54;;NAO DISPONIVEL;PUBLICO;SEXTA;Vias Municipais;;;
SANTA BARBARA D OESTE;Campinas;2015;7;JULHO;MASCULINO;MANHA;CHOQUE;MOTOCICLETA;18-24;20;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
ANALANDIA;Campinas;2015;3;MARCO;MASCULINO;NAO DISPONIVEL;COLISAO;AUTOMOVEL;65-69;65;;CONDUTOR;PUBLICO;QUARTA;Rodovias;;;
ANALANDIA;Campinas;2015;5;MAIO;MASCULINO;MANHA;ATROPELAMENTO;OUTROS;30-34;34;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;;;
IPEUNA;Campinas;2015;9;SETEMBRO;NAO DISPONIVEL;TARDE;OUTROS;CAMINHAO;NAO DISPONIVEL;NAO DISPONIVEL;;NAO DISPONIVEL;PUBLICO;TERCA;Rodovias;;;
ITIRAPINA;Campinas;2015;4;ABRIL;MASCULINO;MANHA;OUTROS;CAMINHAO;25-29;28;;CONDUTOR;PUBLICO;QUARTA;Rodovias;;;
ITIRAPINA;Campinas;2015;7;JULHO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;30-34;31;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;;;
ITIRAPINA;Campinas;2015;8;AGOSTO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;40-44;40;;PEDESTRE;PUBLICO;DOMINGO;Rodovias;;;
TORRINHA;Campinas;2015;1;JANEIRO;FEMININO;MANHA;COLISAO;AUTOMOVEL;18-24;23;;NAO DISPONIVEL;PUBLICO;SEXTA;Rodovias;;;
TORRINHA;Campinas;2015;1;JANEIRO;FEMININO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;18-24;19;;NAO DISPONIVEL;PUBLICO;SEXTA;Rodovias;;;
TORRINHA;Campinas;2015;1;JANEIRO;FEMININO;MANHA;COLISAO;AUTOMOVEL;60-64;61;;NAO DISPONIVEL;PUBLICO;SEXTA;Rodovias;;;
BROTAS;Campinas;2015;1;JANEIRO;MASCULINO;NOITE;COLISAO;CAMINHAO;65-69;66;;CONDUTOR;PUBLICO;SEGUNDA;Rodovias;;;
BROTAS;Campinas;2015;2;FEVEREIRO;MASCULINO;NAO DISPONIVEL;CHOQUE;NAO DISPONIVEL;35-39;35;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
BROTAS;Campinas;2015;2;FEVEREIRO;MASCULINO;NAO DISPONIVEL;CHOQUE;NAO DISPONIVEL;25-29;29;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
BROTAS;Campinas;2015;2;FEVEREIRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;55-59;55;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;
BROTAS;Campinas;2015;9;SETEMBRO;MASCULINO;TARDE;OUTROS;MOTOCICLETA;30-34;33;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;
JAU;Bauru;2015;9;SETEMBRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;35-39;35;;CONDUTOR;PUBLICO;TERCA;Vias Municipais;;;
SAO JOAO DA BOA VISTA;Campinas;2015;1;JANEIRO;NAO DISPONIVEL;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;35-39;37;;NAO DISPONIVEL;PUBLICO;TERCA;Vias Municipais;;;
SAO JOAO DA BOA VISTA;Campinas;2015;1;JANEIRO;FEMININO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;35-39;35;;NAO DISPONIVEL;PUBLICO;QUARTA;Vias Municipais;;;
SAO JOAO DA BOA VISTA;Campinas;2015;2;FEVEREIRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;60-64;61;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;
SAO JOAO DA BOA VISTA;Campinas;2015;3;MARCO;MASCULINO;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;65-69;68;;NAO DISPONIVEL;PUBLICO;SABADO;Vias Municipais;;;
SAO JOAO DA BOA VISTA;Campinas;2015;4;ABRIL;MASCULINO;TARDE;COLISAO;MOTOCICLETA;50-54;54;;CONDUTOR;PUBLICO;QUINTA;Rodovias;;;
SAO BERNARDO DO CAMPO;Metropolitana de Sao Paulo;2015;4;ABRIL;MASCULINO;NOITE;CHOQUE;CAMINHAO;65-69;66;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
SAO JOAO DA BOA VISTA;Campinas;2015;5;MAIO;MASCULINO;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;60-64;61;;NAO DISPONIVEL;PUBLICO;DOMINGO;Vias Municipais;;;
SAO JOAO DA BOA VISTA;Campinas;2015;6;JUNHO;NAO DISPONIVEL;TARDE;NAO DISPONIVEL;NAO DISPONIVEL;30-34;32;;NAO DISPONIVEL;PUBLICO;SEXTA;Vias Municipais;;;
SAO JOAO DA BOA VISTA;Campinas;2015;6;JUNHO;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;18-24;24;;CONDUTOR;PUBLICO;SABADO;Rodovias;;;
SAO JOAO DA BOA VISTA;Campinas;2015;7;JULHO;MASCULINO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;50-54;51;;NAO DISPONIVEL;PUBLICO;QUARTA;Vias Municipais;;;
SAO JOAO DA BOA VISTA;Campinas;2015;8;AGOSTO;MASCULINO;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;35-39;35;;NAO DISPONIVEL;PUBLICO;SABADO;Vias Municipais;;;
SAO JOAO DA BOA VISTA;Campinas;2015;8;AGOSTO;MASCULINO;MADRUGADA;OUTROS;AUTOMOVEL;40-44;43;;CONDUTOR;PUBLICO;QUINTA;Rodovias;;;
SAO JOAO DA BOA VISTA;Campinas;2015;9;SETEMBRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;18-24;21;;CONDUTOR;PUBLICO;SEXTA;Rodovias;;;
SAO JOAO DA BOA VISTA;Campinas;2015;9;SETEMBRO;MASCULINO;TARDE;CHOQUE;MOTOCICLETA;18-24;21;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
AGUAI;Campinas;2015;1;JANEIRO;MASCULINO;NAO DISPONIVEL;OUTROS;CAMINHAO;18-24;23;;CONDUTOR;PUBLICO;SEGUNDA;Rodovias;;;
AGUAI;Campinas;2015;2;FEVEREIRO;FEMININO;MANHA;OUTROS;AUTOMOVEL;35-39;38;;PASSAGEIRO;PUBLICO;SABADO;Rodovias;;;
AGUAI;Campinas;2015;4;ABRIL;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;70-74;70;;PEDESTRE;PUBLICO;SEGUNDA;Rodovias;;;
AGUAI;Campinas;2015;6;JUNHO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;SEXTA;Rodovias;;;
AGUAI;Campinas;2015;10;OUTUBRO;FEMININO;TARDE;COLISAO;MOTOCICLETA;25-29;26;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;
AGUAS DA PRATA;Campinas;2015;7;JULHO;MASCULINO;MANHA;OUTROS;MOTOCICLETA;25-29;29;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;
VARGEM GRANDE DO SUL;Campinas;2015;3;MARCO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;25-29;29;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;
VARGEM GRANDE DO SUL;Campinas;2015;8;AGOSTO;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;45-49;49;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;;;
VARGEM GRANDE DO SUL;Campinas;2015;10;OUTUBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;42;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;;;
CONCHAL;Campinas;2015;10;OUTUBRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;45-49;45;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;
SANTA CRUZ DA CONCEICAO;Campinas;2015;6;JUNHO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;18-24;20;;CONDUTOR;PUBLICO;SABADO;Rodovias;;;
ARARAS;Campinas;2015;1;JANEIRO;NAO DISPONIVEL;NOITE;COLISAO;AUTOMOVEL;60-64;62;;CONDUTOR;PUBLICO;QUINTA;Rodovias;;;
ARARAS;Campinas;2015;1;JANEIRO;NAO DISPONIVEL;TARDE;OUTROS;MOTOCICLETA;65-69;68;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;;;
ARARAS;Campinas;2015;3;MARCO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;55-59;55;;PEDESTRE;PUBLICO;DOMINGO;Rodovias;;;
ARARAS;Campinas;2015;3;MARCO;FEMININO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;25-29;29;;NAO DISPONIVEL;PUBLICO;SABADO;Vias Municipais;;;
ARARAS;Campinas;2015;3;MARCO;NAO DISPONIVEL;TARDE;NAO DISPONIVEL;NAO DISPONIVEL;25-29;27;;NAO DISPONIVEL;PUBLICO;SABADO;Vias Municipais;;;
ARARAS;Campinas;2015;3;MARCO;MASCULINO;TARDE;OUTROS;MOTOCICLETA;18-24;23;;PASSAGEIRO;PUBLICO;QUARTA;Rodovias;;;
ARARAS;Campinas;2015;3;MARCO;MASCULINO;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;25-29;27;;NAO DISPONIVEL;PUBLICO;SEGUNDA;Vias Municipais;;;
ARARAS;Campinas;2015;4;ABRIL;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;25-29;28;;PEDESTRE;PUBLICO;SEGUNDA;Rodovias;;;
ARARAS;Campinas;2015;5;MAIO;MASCULINO;MADRUGADA;OUTROS;CAMINHAO;60-64;62;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;
ARARAS;Campinas;2015;7;JULHO;FEMININO;NOITE;COLISAO;AUTOMOVEL;0-17;4;;PASSAGEIRO;PUBLICO;QUARTA;Rodovias;;;
ARARAS;Campinas;2015;8;AGOSTO;MASCULINO;NOITE;CHOQUE;MOTOCICLETA;0-17;17;;CONDUTOR;PUBLICO;TERCA;Vias Municipais;;;
ARARAS;Campinas;2015;8;AGOSTO;MASCULINO;TARDE;OUTROS;MOTOCICLETA;40-44;43;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;;;
ARARAS;Campinas;2015;8;AGOSTO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;30-34;30;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;;;
ARARAS;Campinas;2015;9;SETEMBRO;NAO DISPONIVEL;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;18-24;23;;NAO DISPONIVEL;PUBLICO;QUARTA;Vias Municipais;;;
ARARAS;Campinas;2015;9;SETEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;30-34;32;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;
ARARAS;Campinas;2015;10;OUTUBRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;18-24;21;;PEDESTRE;PUBLICO;SABADO;Rodovias;;;
ARARAS;Campinas;2015;10;OUTUBRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;25-29;25;;PEDESTRE;PUBLICO;SABADO;Rodovias;;;
CORDEIROPOLIS;Campinas;2015;5;MAIO;MASCULINO;MANHA;COLISAO;AUTOMOVEL;30-34;34;;NAO DISPONIVEL;PUBLICO;SABADO;Vias Municipais;;;
LEME;Campinas;2015;3;MARCO;NAO DISPONIVEL;NOITE;CHOQUE;AUTOMOVEL;30-34;34;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;;;
LEME;Campinas;2015;3;MARCO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;40-44;43;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;;;
LEME;Campinas;2015;4;ABRIL;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;60-64;61;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;
LEME;Campinas;2015;4;ABRIL;MASCULINO;MANHA;OUTROS;CAMINHAO;60-64;60;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;;;
LEME;Campinas;2015;8;AGOSTO;FEMININO;TARDE;COLISAO;AUTOMOVEL;30-34;30;;CONDUTOR;PUBLICO;SEGUNDA;Rodovias;;;
LEME;Campinas;2015;10;OUTUBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;35-39;35;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;
PIRASSUNUNGA;Campinas;2015;2;FEVEREIRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;45-49;46;;PEDESTRE;PUBLICO;SEGUNDA;Rodovias;;;
PIRASSUNUNGA;Campinas;2015;3;MARCO;NAO DISPONIVEL;TARDE;COLISAO;AUTOMOVEL;18-24;19;;PASSAGEIRO;PUBLICO;SEGUNDA;Rodovias;;;
PIRASSUNUNGA;Campinas;2015;4;ABRIL;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;SEGUNDA;Rodovias;;;
PIRASSUNUNGA;Campinas;2015;5;MAIO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;SEXTA;Rodovias;;;
PIRASSUNUNGA;Campinas;2015;5;MAIO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;18-24;21;;CONDUTOR;PUBLICO;SEXTA;Rodovias;;;
PIRASSUNUNGA;Campinas;2015;9;SETEMBRO;FEMININO;TARDE;COLISAO;AUTOMOVEL;40-44;42;;CONDUTOR;PUBLICO;SABADO;Rodovias;;;
PIRASSUNUNGA;Campinas;2015;9;SETEMBRO;FEMININO;TARDE;COLISAO;AUTOMOVEL;NAO DISPONIVEL;NAO DISPONIVEL;;PASSAGEIRO;PUBLICO;SABADO;Rodovias;;;
PIRASSUNUNGA;Campinas;2015;10;OUTUBRO;MASCULINO;NOITE;COLISAO;NAO DISPONIVEL;60-64;60;;NAO DISPONIVEL;PUBLICO;QUARTA;Rodovias;;;
LIMEIRA;Campinas;2015;2;FEVEREIRO;MASCULINO;NOITE;OUTROS;NAO DISPONIVEL;45-49;48;;NAO DISPONIVEL;PUBLICO;QUARTA;Vias Municipais;;;
LIMEIRA;Campinas;2015;2;FEVEREIRO;MASCULINO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;25-29;26;;NAO DISPONIVEL;NAO DISPONIVEL;TERCA;Vias Municipais;;;
LIMEIRA;Campinas;2015;2;FEVEREIRO;NAO DISPONIVEL;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;50-54;53;;NAO DISPONIVEL;PUBLICO;QUARTA;Vias Municipais;;;
LIMEIRA;Campinas;2015;3;MARCO;NAO DISPONIVEL;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;35-39;36;;NAO DISPONIVEL;PUBLICO;TERCA;Vias Municipais;;;
LIMEIRA;Campinas;2015;8;AGOSTO;MASCULINO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;55-59;59;;NAO DISPONIVEL;NAO DISPONIVEL;QUARTA;Vias Municipais;;;
LIMEIRA;Campinas;2015;8;AGOSTO;MASCULINO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;70-74;72;;NAO DISPONIVEL;PUBLICO;SEXTA;Vias Municipais;;;
LIMEIRA;Campinas;2015;10;OUTUBRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;45-49;48;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;
MOGI GUACU;Campinas;2015;5;MAIO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;40-44;43;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;
MOGI GUACU;Campinas;2015;8;AGOSTO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;78;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;;;
MOGI GUACU;Campinas;2015;8;AGOSTO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;65-69;69;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;;;
ENGENHEIRO COELHO;Campinas;2015;4;ABRIL;MASCULINO;TARDE;COLISAO;OUTROS;18-24;20;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;;;
JAGUARIUNA;Campinas;2015;4;ABRIL;FEMININO;NOITE;COLISAO;AUTOMOVEL;18-24;24;;PASSAGEIRO;PUBLICO;SABADO;Rodovias;;;
JAGUARIUNA;Campinas;2015;4;ABRIL;FEMININO;NOITE;COLISAO;AUTOMOVEL;18-24;19;;PASSAGEIRO;PUBLICO;SABADO;Rodovias;;;
JAGUARIUNA;Campinas;2015;4;ABRIL;FEMININO;NOITE;COLISAO;AUTOMOVEL;55-59;59;;PASSAGEIRO;PUBLICO;SABADO;Rodovias;;;
HOLAMBRA;Campinas;2015;5;MAIO;NAO DISPONIVEL;NOITE;ATROPELAMENTO;PEDESTRE;65-69;69;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;;;
HOLAMBRA;Campinas;2015;6;JUNHO;NAO DISPONIVEL;NOITE;COLISAO;AUTOMOVEL;18-24;21;;CONDUTOR;PUBLICO;SABADO;Rodovias;;;
PIRACICABA;Campinas;2015;1;JANEIRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;35-39;37;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;;;
PIRACICABA;Campinas;2015;1;JANEIRO;FEMININO;NOITE;COLISAO;NAO DISPONIVEL;25-29;27;;NAO DISPONIVEL;PUBLICO;TERCA;Vias Municipais;;;
PIRACICABA;Campinas;2015;1;JANEIRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;30-34;34;;PEDESTRE;PUBLICO;SABADO;Vias Municipais;;;
PIRACICABA;Campinas;2015;1;JANEIRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;30-34;34;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;;;
PIRACICABA;Campinas;2015;2;FEVEREIRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;25-29;29;;PEDESTRE;PUBLICO;SABADO;Rodovias;;;
PIRACICABA;Campinas;2015;2;FEVEREIRO;FEMININO;MADRUGADA;CHOQUE;AUTOMOVEL;18-24;24;;PASSAGEIRO;PUBLICO;DOMINGO;Rodovias;;;
PIRACICABA;Campinas;2015;2;FEVEREIRO;FEMININO;NOITE;NAO DISPONIVEL;NAO DISPONIVEL;40-44;43;;NAO DISPONIVEL;PUBLICO;QUINTA;Vias Municipais;;;
PIRACICABA;Campinas;2015;2;FEVEREIRO;MASCULINO;TARDE;NAO DISPONIVEL;MOTOCICLETA;25-29;28;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;;;
PIRACICABA;Campinas;2015;3;MARCO;FEMININO;MANHA;COLISAO;AUTOMOVEL;65-69;69;;PASSAGEIRO;PUBLICO;DOMINGO;Rodovias;;;
