Cidade Considerada;Regiao Administrativa;Ano Obito;Mes Obito;Mes Descricao;Sexo;Turno;Tipo Acidente;Tipo Veiculo;Faixa Etaria;Idade;Hora Acidente;Tipo Vitima;Tipo Local do Acidente;Dia Semana;Tipo de Via;LAT_(geo);LONG_(geo);Rua / Rodovia
MAIRIPORA;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;NOITE;OUTROS;CAMINHAO;NAO DISPONIVEL;NAO DISPONIVEL;;CONDUTOR;PUBLICO;QUINTA;Rodovias;-23,34181049;-46,57369124;BR 381
LUCELIA;Presidente Prudente;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;45-49;48;;PASSAGEIRO;PUBLICO;SEXTA;Rodovias;-21,70107877;-51,02857664;SP 294
PARANAPANEMA;Itapeva;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;0-17;17;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,449472;-48,888613;AVENIDA DAS POSSES
PARDINHO;Sorocaba;2016;12;DEZEMBRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;50-54;52;;CONDUTOR;PUBLICO;QUARTA;Rodovias;-23,08579404;-48,37715833;SPA 007/209
PROMISSAO;Bauru;2016;12;DEZEMBRO;MASCULINO;NOITE;NAO DISPONIVEL;MOTOCICLETA;18-24;22;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;-21,535629;-49,851376;RUA ROQUE FRANCISCO DA CUNHA
SAO PAULO;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;25-29;25;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;-23,43121917;-46,56777196;ESTRADA TRES CRUZES
SAO PAULO;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;46;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;-23,536254;-46,582823;Avenida Salim Farah Maluf
SAO PAULO;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;45-49;47;;PEDESTRE;PUBLICO;DOMINGO;Rodovias;-23,44516869;-46,56859044;BR 381
SAO VICENTE;Baixada Santista;2016;12;DEZEMBRO;MASCULINO;MANHA;CHOQUE;MOTOCICLETA;18-24;20;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;-23,973;-46,390422;AVENIDA NEWTON PRADO
SAO VICENTE;Baixada Santista;2016;12;DEZEMBRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;25-29;26;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;-23,970309;-46,38422;AVENIDA PEDRO DE TOLÊDO
TREMEMBE;Sao Jose dos Campos;2016;12;DEZEMBRO;FEMININO;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;35-39;36;;NAO DISPONIVEL;NAO DISPONIVEL;QUARTA;Rodovias;-22,986254;-45,52067;SP 062
UBATUBA;Sao Jose dos Campos;2016;12;DEZEMBRO;MASCULINO;TARDE;NAO DISPONIVEL;MOTOCICLETA;30-34;34;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;-23,438617;-45,091105;RUA DOS GERANIOS
MARTINOPOLIS;Presidente Prudente;2016;12;DEZEMBRO;MASCULINO;MANHA;OUTROS;CAMINHAO;45-49;49;;PASSAGEIRO;PUBLICO;SEGUNDA;Vias Municipais;-22,074131;-51,122259;Vicinal Joao Gomes Martins
MATAO;Central;2016;12;DEZEMBRO;FEMININO;TARDE;COLISAO;MOTOCICLETA;45-49;46;;CONDUTOR;PUBLICO;TERCA;Vias Municipais;-21,597586;-48,368976;RUA SAO LOURENCO
MAUA;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;0-17;17;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,671947;-46,4403;AVENIDA ITAPARK
MAUA;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;52;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;-23,64779543;-46,44493106;RUA ADÍLSON DIAS DE SOUZA
MENDONCA;Sao Jose do Rio Preto;2016;12;DEZEMBRO;FEMININO;NOITE;CHOQUE;AUTOMOVEL;45-49;47;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;-21,19967706;-49,59683697;SP 355
MINEIROS DO TIETE;Bauru;2016;12;DEZEMBRO;MASCULINO;NAO DISPONIVEL;OUTROS;AUTOMOVEL;30-34;34;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;-22,416741;-48,452932;RUA EDGARD FERRAZ
MIRACATU;Registro;2016;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;NAO DISPONIVEL;NAO DISPONIVEL;NAO DISPONIVEL;;NAO DISPONIVEL;PUBLICO;SEGUNDA;Rodovias;-24,11747894;-47,26753612;BR 116
MIRACATU;Registro;2016;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;50-54;53;;CONDUTOR;PUBLICO;SEGUNDA;Rodovias;-24,11747894;-47,26753612;BR 116
MIRANDOPOLIS;Aracatuba;2016;12;DEZEMBRO;FEMININO;MANHA;OUTROS;MOTOCICLETA;25-29;27;;PASSAGEIRO;PUBLICO;SABADO;Rodovias;-21,04446812;-51,11340568;SPA 607/300
SAO JOSE DO RIO PRETO;Sao Jose do Rio Preto;2016;12;DEZEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;60-64;63;;PEDESTRE;PUBLICO;QUARTA;Nao Disponivel;ND;ND;NAO DISPONIVEL
MOCOCA;Campinas;2016;12;DEZEMBRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;40-44;42;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;-21,549252;-46,963824;VICINAL MOCOCA SÃO JOSÉ RIO PARDO
MOGI DAS CRUZES;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;50-54;52;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;-23,553367;-46,200454;AVENIDA DOUTOR ALVARO DE CAMPOS CARNEIRO
MOGI DAS CRUZES;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;NAO DISPONIVEL;CHOQUE;MOTOCICLETA;35-39;36;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;-23,533018;-46,209522;AVENIDA FRANCISCO FERREIRA LOPES
MOGI DAS CRUZES;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;35-39;35;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;-23,53140182;-46,21378091;AVENIDA GOVERNADOR ADHEMAR DE BARROS
MOGI DAS CRUZES;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;40-44;41;;CONDUTOR;PUBLICO;QUINTA;Rodovias;-23,43078629;-46,27231427;SP 088
MOGI DAS CRUZES;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;NAO DISPONIVEL;COLISAO;MOTOCICLETA;18-24;20;;CONDUTOR;PUBLICO;SABADO;Rodovias;-23,70220821;-46,08701735;SP 098
MOGI GUACU;Campinas;2016;12;DEZEMBRO;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;70-74;72;;CONDUTOR;PUBLICO;TERCA;Rodovias;-22,19238483;-46,98555626;SP 340
MOGI GUACU;Campinas;2016;12;DEZEMBRO;MASCULINO;NOITE;ATROPELAMENTO;AUTOMOVEL;50-54;52;;CONDUTOR;PUBLICO;QUINTA;Rodovias;-22,30700636;-47,13256263;SP 332
MOGI GUACU;Campinas;2016;12;DEZEMBRO;FEMININO;TARDE;OUTROS;AUTOMOVEL;45-49;45;;PASSAGEIRO;PUBLICO;SABADO;Rodovias;-22,34579619;-46,95052715;SP 342
MOGI MIRIM;Campinas;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;NAO DISPONIVEL;MOTOCICLETA;35-39;37;;CONDUTOR;PUBLICO;TERCA;Rodovias;-22,45019987;-47,06534005;SP 147
MONGAGUA;Baixada Santista;2016;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;55-59;57;;CONDUTOR;PUBLICO;SEXTA;Vias Municipais;-24,106027;-46,647065;AVENIDA MONTEIRO LOBATO
MONGAGUA;Baixada Santista;2016;12;DEZEMBRO;FEMININO;TARDE;ATROPELAMENTO;PEDESTRE;75-79;75;;PEDESTRE;PRIVADO;SEGUNDA;Vias Municipais;-24,095496;-46,621732;AVENIDA SAO PAULO
NAZARE PAULISTA;Campinas;2016;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;35-39;37;;CONDUTOR;PUBLICO;SEGUNDA;Rodovias;-23,16803448;-46,39655644;SP 065
NOVO HORIZONTE;Sao Jose do Rio Preto;2016;12;DEZEMBRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;25-29;27;;CONDUTOR;PUBLICO;TERCA;Vias Municipais;ND;ND;AVENIDA ROSA TIOSSI RONCOLETA
ONDA VERDE;Sao Jose do Rio Preto;2016;12;DEZEMBRO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;80 ou mais;85;;CONDUTOR;PUBLICO;QUARTA;Rodovias;-20,61565569;-49,33230959;BR 153
OSASCO;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;35-39;38;;PEDESTRE;PUBLICO;QUINTA;Rodovias;-23,52109342;-46,77297918;SP 280
OSASCO;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;40-44;41;;PEDESTRE;PUBLICO;QUINTA;Rodovias;-23,52109342;-46,77297918;SP 280
OSASCO;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;30-34;34;;CONDUTOR;PUBLICO;TERCA;Vias Municipais;-23,539411;-46,801023;AVENIDA GENERAL PEDRO PINHO
OSASCO;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;NAO DISPONIVEL;COLISAO;MOTOCICLETA;18-24;22;;CONDUTOR;PUBLICO;QUARTA;Rodovias;-23,52698369;-46,75078614;SP 280
OSASCO;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PRIVADO;SEGUNDA;Nao Disponivel;ND;ND;NAO DISPONIVEL
OSASCO;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;18-24;24;;CONDUTOR;PUBLICO;SABADO;Rodovias;-23,57360668;-46,81166055;SP 021
OSASCO;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;FEMININO;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;60-64;62;;NAO DISPONIVEL;PUBLICO;DOMINGO;Vias Municipais;-23,531446;-46,789693;Avenida Visconde de Nova Granada
OSASCO;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;80 ou mais;87;;PEDESTRE;PUBLICO;DOMINGO;Vias Municipais;-23,549659;-46,816048;RUA MANOEL GOMES GONÇALVES
OSVALDO CRUZ;Presidente Prudente;2016;12;DEZEMBRO;FEMININO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;30-34;34;;PEDESTRE;PUBLICO;SEXTA;Rodovias;-21,76323236;-50,91830454;SP 294
OURINHOS;Marilia;2016;12;DEZEMBRO;MASCULINO;MANHA;COLISAO;BICICLETA;70-74;73;;CONDUTOR;PUBLICO;QUINTA;Rodovias;-22,95916312;-49,87013255;SP 270
PARAGUACU PAULISTA;Marilia;2016;12;DEZEMBRO;FEMININO;MADRUGADA;COLISAO;AUTOMOVEL;40-44;42;;CONDUTOR;PUBLICO;SABADO;Rodovias;-22,58550118;-50,49957703;SPA 475/284
PARAISO;Sao Jose do Rio Preto;2016;12;DEZEMBRO;FEMININO;MADRUGADA;OUTROS;AUTOMOVEL;70-74;74;;PASSAGEIRO;PUBLICO;SABADO;Vias Municipais;-20,985856;-48,804341;VICINAL PARAÍSO/EMBAÚBA
PARIQUERA ACU;Registro;2016;12;DEZEMBRO;MASCULINO;NOITE;NAO DISPONIVEL;MOTOCICLETA;18-24;23;;NAO DISPONIVEL;PUBLICO;QUINTA;Nao Disponivel;ND;ND;NAO DISPONIVEL
PAULINIA;Campinas;2016;12;DEZEMBRO;MASCULINO;MANHA;CHOQUE;AUTOMOVEL;65-69;65;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;-22,778137;-47,169693;AVENIDA BRASILIA
PENAPOLIS;Aracatuba;2016;12;DEZEMBRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;75-79;77;;PEDESTRE;PUBLICO;QUINTA;Vias Municipais;-21,414143;-50,077638;RUA IRMAOS CRISTOSTOMO DEOLIVEIRA
PERUIBE;Baixada Santista;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;60-64;60;;PEDESTRE;PUBLICO;SEGUNDA;Rodovias;-24,24420572;-46,91844298;SP 055
PERUIBE;Baixada Santista;2016;12;DEZEMBRO;FEMININO;MANHA;COLISAO;MOTOCICLETA;18-24;18;;PASSAGEIRO;PUBLICO;QUINTA;Vias Municipais;-24,302337;-47,02198;AVENIDA DOUTOR TANCREDO NEVES
PILAR DO SUL;Sorocaba;2016;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;40-44;43;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-23,787104;-47,788631;ESTRADA MUNICIPAL JOSÉ DE ALMEIDA ROSA
PINDAMONHANGABA;Sao Jose dos Campos;2016;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;BICICLETA;70-74;70;;CONDUTOR;PUBLICO;QUINTA;Rodovias;-22,88540805;-45,53135863;SP 132
PINDAMONHANGABA;Sao Jose dos Campos;2016;12;DEZEMBRO;FEMININO;TARDE;COLISAO;MOTOCICLETA;30-34;31;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;-22,956321;-45,507784;Vicinal Francisco Alves Monteiro
PINDAMONHANGABA;Sao Jose dos Campos;2016;12;DEZEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;QUINTA;Rodovias;-22,95409535;-45,40835152;BR 116
PINDAMONHANGABA;Sao Jose dos Campos;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;COLISAO;CAMINHAO;60-64;60;;CONDUTOR;PUBLICO;TERCA;Rodovias;-22,99016789;-45,48078883;BR 116
PINHALZINHO;Campinas;2016;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;40-44;41;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;-22,80877;-46,537034;VICINAL JOSE BUENO DE MIRANDA
PINHALZINHO;Campinas;2016;12;DEZEMBRO;MASCULINO;NAO DISPONIVEL;COLISAO;AUTOMOVEL;40-44;44;;CONDUTOR;PUBLICO;SABADO;Rodovias;-22,83103494;-46,55809182;SP 008
PINHALZINHO;Campinas;2016;12;DEZEMBRO;FEMININO;NAO DISPONIVEL;COLISAO;AUTOMOVEL;35-39;37;;PASSAGEIRO;PUBLICO;SABADO;Rodovias;-22,83103494;-46,55809182;SP 008
PIRACAIA;Campinas;2016;12;DEZEMBRO;MASCULINO;NAO DISPONIVEL;COLISAO;MOTOCICLETA;50-54;51;;CONDUTOR;PUBLICO;SABADO;Rodovias;-23,03146448;-46,33870434;SP 036
PIRACAIA;Campinas;2016;12;DEZEMBRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;25-29;26;;CONDUTOR;PUBLICO;QUINTA;Rodovias;-23,10673091;-46,46456679;SP 036
PIRACAIA;Campinas;2016;12;DEZEMBRO;FEMININO;MANHA;COLISAO;MOTOCICLETA;50-54;51;;PASSAGEIRO;PUBLICO;QUINTA;Rodovias;-23,10673091;-46,46456679;SP 036
PIRACAIA;Campinas;2016;12;DEZEMBRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;35-39;35;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;-23,10782974;-46,46663336;SP 036
PIRACAIA;Campinas;2016;12;DEZEMBRO;MASCULINO;NAO DISPONIVEL;COLISAO;BICICLETA;18-24;18;;CONDUTOR;PUBLICO;SEXTA;Rodovias;-23,06051878;-46,36873982;SP 036
PIRACICABA;Campinas;2016;12;DEZEMBRO;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;25-29;28;;PEDESTRE;PUBLICO;QUARTA;Vias Municipais;-22,729837;-47,648184;AVENIDA ARMANDO SALES DE OLIVEIRA
PIRACICABA;Campinas;2016;12;DEZEMBRO;MASCULINO;MANHA;ATROPELAMENTO;PEDESTRE;80 ou mais;82;;PEDESTRE;PUBLICO;SEXTA;Vias Municipais;-22,753719;-47,647897;AVENIDA SÃO PAULO
SALTINHO;Campinas;2016;12;DEZEMBRO;MASCULINO;TARDE;COLISAO;MOTOCICLETA;60-64;61;;CONDUTOR;PUBLICO;SEGUNDA;Rodovias;-22,85556335;-47,68462109;SP 127
PIRACICABA;Campinas;2016;12;DEZEMBRO;MASCULINO;TARDE;COLISAO;AUTOMOVEL;60-64;62;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;-22,751925;-47,687364;ESTRADA DO PAU QUEIMADO
PIRACICABA;Campinas;2016;12;DEZEMBRO;MASCULINO;NOITE;CHOQUE;AUTOMOVEL;18-24;19;;CONDUTOR;PUBLICO;QUARTA;Vias Municipais;-22,702385;-47,647257;AVENIDA LIMEIRA
PIRACICABA;Campinas;2016;12;DEZEMBRO;FEMININO;NOITE;CHOQUE;AUTOMOVEL;18-24;19;;PASSAGEIRO;PUBLICO;QUARTA;Vias Municipais;-22,702385;-47,647257;AVENIDA LIMEIRA
PIRACICABA;Campinas;2016;12;DEZEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;51;;PEDESTRE;PUBLICO;TERCA;Vias Municipais;-22,766101;-47,589674;AV. TAUBATE
PIRACICABA;Campinas;2016;12;DEZEMBRO;MASCULINO;MANHA;CHOQUE;MOTOCICLETA;18-24;23;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;-22,711046;-47,63861;AV. CENTENÁRIO
PIRATININGA;Bauru;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;QUINTA;Rodovias;-22,46038489;-49,19225077;SP 225
POMPEIA;Marilia;2016;12;DEZEMBRO;MASCULINO;NAO DISPONIVEL;COLISAO;MOTOCICLETA;25-29;28;;CONDUTOR;PUBLICO;SEXTA;Rodovias;-22,10323233;-50,21633055;SP 294
PONTES GESTAL;Sao Jose do Rio Preto;2016;12;DEZEMBRO;MASCULINO;TARDE;CHOQUE;AUTOMOVEL;18-24;19;;PASSAGEIRO;PUBLICO;SABADO;Vias Municipais;-20,13142;-49,762327;VICINAL MOISES CORNÉLIO CENTURIÃO
PORTO FELIZ;Sorocaba;2016;12;DEZEMBRO;MASCULINO;NAO DISPONIVEL;COLISAO;MOTOCICLETA;30-34;30;;CONDUTOR;PUBLICO;SEGUNDA;Rodovias;-23,3284997;-47,52925676;SP 097
PORTO FERREIRA;Central;2016;12;DEZEMBRO;MASCULINO;MANHA;OUTROS;MOTOCICLETA;30-34;32;;CONDUTOR;PUBLICO;SABADO;Rodovias;-21,84123477;-47,40783327;SP 215
PORTO FERREIRA;Central;2016;12;DEZEMBRO;FEMININO;NOITE;OUTROS;BICICLETA;18-24;21;;CONDUTOR;PUBLICO;QUINTA;Vias Municipais;-21,842986;-47,474193;AVENIDA SANTA CRUZ
PRAIA GRANDE;Baixada Santista;2016;12;DEZEMBRO;MASCULINO;MANHA;CHOQUE;MOTOCICLETA;18-24;22;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-24,053319;-46,547517;AVENIDA MARGINAL
PRAIA GRANDE;Baixada Santista;2016;12;DEZEMBRO;MASCULINO;NOITE;NAO DISPONIVEL;BICICLETA;45-49;46;;CONDUTOR;PUBLICO;TERCA;Vias Municipais;-24,087344;-46,605826;AVENIDA PRESIDENTE KENEDY
PRAIA GRANDE;Baixada Santista;2016;12;DEZEMBRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;30-34;32;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-24,036341;-46,520518;Avenida Dom Pedro
PRAIA GRANDE;Baixada Santista;2016;12;DEZEMBRO;MASCULINO;TARDE;ATROPELAMENTO;PEDESTRE;80 ou mais;94;;PEDESTRE;NAO DISPONIVEL;TERCA;Vias Municipais;ND;ND;NAO DISPONIVEL
PRAIA GRANDE;Baixada Santista;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;CHOQUE;MOTOCICLETA;50-54;50;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-24,022053;-46,469255;AVENIDA PRESIDENTE KENEDY
PRAIA GRANDE;Baixada Santista;2016;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;BICICLETA;45-49;45;;CONDUTOR;PUBLICO;SABADO;Rodovias;-24,01740567;-46,46831506;SPA 291/055
PRESIDENTE BERNARDES;Presidente Prudente;2016;12;DEZEMBRO;MASCULINO;MANHA;COLISAO;MOTOCICLETA;30-34;32;;NAO DISPONIVEL;PUBLICO;DOMINGO;Rodovias;-22,02459983;-51,55303988;SPA 586/270
PRESIDENTE PRUDENTE;Presidente Prudente;2016;12;DEZEMBRO;FEMININO;NOITE;OUTROS;MOTOCICLETA;30-34;30;;PASSAGEIRO;PUBLICO;SABADO;Vias Municipais;-22,139671;-51,451893;Vicinal COMENDADOR ALBERTO BONFIGLIOLI
REGISTRO;Registro;2016;12;DEZEMBRO;FEMININO;TARDE;COLISAO;NAO DISPONIVEL;60-64;60;;NAO DISPONIVEL;PUBLICO;DOMINGO;Rodovias;-24,47029211;-47,82382205;BR 116
REGISTRO;Registro;2016;12;DEZEMBRO;FEMININO;TARDE;COLISAO;NAO DISPONIVEL;55-59;58;;NAO DISPONIVEL;PUBLICO;DOMINGO;Rodovias;-24,47029211;-47,82382205;BR 116
RIBEIRA;Itapeva;2016;12;DEZEMBRO;MASCULINO;TARDE;CHOQUE;MOTOCICLETA;18-24;19;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-24,610046;-49,069799;Estrada Municipal Dirceu Dias Batista
RIBEIRAO PIRES;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;COLISAO;AUTOMOVEL;60-64;60;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;-23,71725156;-46,40155933;SP 031
RIBEIRAO PIRES;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;TARDE;NAO DISPONIVEL;MOTOCICLETA;25-29;26;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;-23,72875115;-46,42488686;SP 031
RIBEIRAO PIRES;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;MASCULINO;TARDE;OUTROS;CAMINHAO;45-49;49;;PASSAGEIRO;PUBLICO;SEGUNDA;Vias Municipais;-23,731136;-46,421709;RUA ALEXANDRIA
RIBEIRAO PIRES;Metropolitana de Sao Paulo;2016;12;DEZEMBRO;FEMININO;MANHA;ATROPELAMENTO;PEDESTRE;45-49;46;;PEDESTRE;PUBLICO;TERCA;Vias Municipais;-23,638083;-46,393612;ESTRADA SAPOPEMBA
RIBEIRAO PRETO;Ribeirao Preto;2016;12;DEZEMBRO;FEMININO;MANHA;COLISAO;AUTOMOVEL;55-59;57;;PASSAGEIRO;PUBLICO;SEGUNDA;Rodovias;-21,20776279;-47,85497387;SP 322
RIBEIRAO PRETO;Ribeirao Preto;2016;12;DEZEMBRO;FEMININO;NOITE;ATROPELAMENTO;PEDESTRE;NAO DISPONIVEL;NAO DISPONIVEL;;PEDESTRE;PUBLICO;QUINTA;Rodovias;-21,20621466;-47,85847055;SP 322
RIBEIRAO PRETO;Ribeirao Preto;2016;12;DEZEMBRO;MASCULINO;TARDE;COLISAO;BICICLETA;50-54;54;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;-21,145774;-47,842507;RUA GALDOS ANGULO
RIBEIRAO PRETO;Ribeirao Preto;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;COLISAO;MOTOCICLETA;18-24;23;;CONDUTOR;PUBLICO;SABADO;Vias Municipais;-21,157434;-47,797365;AVENIDA DA SAUDADE
RIBEIRAO PRETO;Ribeirao Preto;2016;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;AUTOMOVEL;55-59;59;;CONDUTOR;PUBLICO;DOMINGO;Rodovias;-23,47865131;-49,17511602;SP 255
RIBEIRAO PRETO;Ribeirao Preto;2016;12;DEZEMBRO;FEMININO;MADRUGADA;ATROPELAMENTO;PEDESTRE;80 ou mais;80;;PEDESTRE;NAO DISPONIVEL;QUINTA;Vias Municipais;-21,162936;-47,802111;AVENIDA DA SAUDADE
RINCAO;Central;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;18-24;20;;CONDUTOR;PUBLICO;DOMINGO;Vias Municipais;-21,551134;-48,119142;Vicinal Francisco Malzoni
RINOPOLIS;Marilia;2016;12;DEZEMBRO;FEMININO;MADRUGADA;COLISAO;AUTOMOVEL;50-54;52;;PASSAGEIRO;PUBLICO;SABADO;Rodovias;-21,69085902;-50,62796359;SP 425
RIO CLARO;Campinas;2016;12;DEZEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;40-44;42;;PEDESTRE;PUBLICO;TERCA;Rodovias;-22,51591174;-47,58486987;SP 127
RIO CLARO;Campinas;2016;12;DEZEMBRO;MASCULINO;NAO DISPONIVEL;ATROPELAMENTO;PEDESTRE;35-39;37;;PEDESTRE;PUBLICO;SEGUNDA;Vias Municipais;-22,324579;-47,543965;Vicinal Rio Claro/Corumbataí
RIO CLARO;Campinas;2016;12;DEZEMBRO;MASCULINO;MANHA;NAO DISPONIVEL;NAO DISPONIVEL;50-54;54;;NAO DISPONIVEL;NAO DISPONIVEL;QUINTA;Nao Disponivel;ND;ND;NAO DISPONIVEL
RIO CLARO;Campinas;2016;12;DEZEMBRO;MASCULINO;NOITE;COLISAO;MOTOCICLETA;40-44;44;;CONDUTOR;PUBLICO;SEGUNDA;Vias Municipais;-22,429642;-47,581382;ESTRADA DOS COSTAS
ROSANA;Presidente Prudente;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;NAO DISPONIVEL;NAO DISPONIVEL;25-29;26;;NAO DISPONIVEL;PUBLICO;SEXTA;Nao Disponivel;ND;ND;NAO DISPONIVEL
SALTO;Sorocaba;2016;12;DEZEMBRO;MASCULINO;MADRUGADA;CHOQUE;AUTOMOVEL;0-17;17;;PASSAGEIRO;PUBLICO;SEGUNDA;Rodovias;-23,19849031;-47,32403634;SP 075
SALTO DE PIRAPORA;Sorocaba;2016;12;DEZEMBRO;MASCULINO;NOITE;ATROPELAMENTO;PEDESTRE;50-54;53;;PEDESTRE;PUBLICO;DOMINGO;Rodovias;-23,59630473;-47,53836992;SP 264
